Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.1-192.168.10.50-49684-80-6,172.16.0.1,49684,192.168.10.50,80,6,7/7/2017 3:56,985029,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,11809.80458,9.136786836,123128.625,347817.2217,983932,3,956,478.0,671.7514421,953,3,984978,196995.6,439911.0131,983932,10,0,0,0,0,72,132,3.045595612,6.091191224,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14442-80-6,172.16.0.1,14442,192.168.10.50,80,6,7/7/2017 3:57,6038575,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.974447614,0.662407936,2012858.333,3485539.818,6037613,1,6038575,2012858.333,3485539.818,6037613,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.662407936,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,962.0,0.0,962,962,6037613.0,0.0,6037613,6037613,DDoS
192.168.10.1-192.168.10.3-53-60179-17,192.168.10.3,60179,192.168.10.1,53,17,7/7/2017 3:30,23646,1,1,61,139,61,61,61.0,0.0,139,139,139.0,0.0,8458.090163,84.58090163,23646.0,0.0,23646,23646,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.29045082,42.29045082,61,139,87.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,130.5,61.0,139.0,20,0,0,0,0,0,0,1,61,1,139,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-14150-80-6,172.16.0.1,14150,192.168.10.50,80,6,7/7/2017 3:56,5122415,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.685290044,0.780881674,1707471.667,2956905.466,5121812,246,5122415,1707471.667,2956905.466,5121812,246,0,0.0,0.0,0,0,0,0,0,0,80,0,0.780881674,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,603.0,0.0,603,603,5121812.0,0.0,5121812,5121812,DDoS
172.16.0.1-192.168.10.50-51945-80-6,172.16.0.1,51945,192.168.10.50,80,6,7/7/2017 3:56,158516,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,73386.91362,56.77660299,19814.5,55770.20563,157838,3,570,285.0,398.8082246,567,3,158484,31696.8,70515.49668,157838,3,0,0,0,0,72,132,18.92553433,37.85106866,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14592-80-6,172.16.0.1,14592,192.168.10.50,80,6,7/7/2017 3:57,52482,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,221542.6241,133.3790633,8747.0,16440.06759,41334,91,10614,5307.0,6875.90634,10169,445,52391,17463.66667,21304.27798,41334,378,0,0,0,0,72,92,57.1624557,76.2166076,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.3-192.168.10.5-53-56848-17,192.168.10.5,56848,192.168.10.3,53,17,7/7/2017 3:30,60590,4,2,156,134,39,39,39.0,0.0,67,67,67.0,0.0,4786.268361,99.02624195,12118.0,21880.38609,50479,4,50487,16829.0,29141.75484,50479,4,48,48.0,0.0,48,48,0,0,0,0,128,64,66.01749464,33.00874732,39,67,47.0,13.66260102,186.6666667,0,0,0,0,0,0,0,0,0,54.83333333,39.0,67.0,128,0,0,0,0,0,0,4,156,2,134,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-52852-17,192.168.10.5,52852,192.168.10.3,53,17,7/7/2017 3:30,24304,4,4,128,256,32,32,32.0,0.0,64,64,64.0,0.0,15799.86833,329.1639236,3472.0,9085.581838,24076,3,24148,8049.333333,13936.65815,24142,3,225,75.0,45.90206967,128,48,0,0,0,0,104,128,164.5819618,164.5819618,32,64,46.22222222,16.86548085,284.4444444,0,0,0,0,0,0,0,0,1,52.0,32.0,64.0,104,0,0,0,0,0,0,4,128,4,256,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-14529-80-6,172.16.0.1,14529,192.168.10.50,80,6,7/7/2017 3:57,3270100,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.3392251,1.223204183,1090033.333,1887122.826,3269095,4,3270100,1090033.333,1887122.826,3269095,4,0,0.0,0.0,0,0,0,0,0,0,80,0,1.223204183,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-51771-80-6,172.16.0.1,51771,192.168.10.50,80,6,7/7/2017 3:56,71252366,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,163.6015848,0.16841546,6477487.818,19200000.0,64000000,42,71000000,10100000.0,23900000.0,64000000,216,300387,100129.0,166844.9077,292739,182,0,0,0,0,172,92,0.112276973,0.056138487,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,874.0,0.0,874,874,35500000.0,40300000.0,64000000,6956909,DDoS
172.16.0.1-192.168.10.50-15066-80-6,172.16.0.1,15066,192.168.10.50,80,6,7/7/2017 3:57,1840584,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,6320.276608,3.803140742,306764.0,750883.2711,1839498,46,767,383.5,405.1721856,670,97,1840538,613512.6667,1061734.498,1839498,178,0,0,0,0,72,92,1.629917461,2.173223281,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.217.3.97-192.168.10.5-443-55268-6,192.168.10.5,55268,172.217.3.97,443,6,7/7/2017 3:30,117674139,12,12,618,4086,202,0,51.5,67.45436168,1430,0,340.5,546.9488093,39.97479854,0.203953054,5116266.913,16900000.0,58700000,1,118000000,10700000.0,23700000.0,58700000,380,118000000,10700000.0,23700000.0,58800000,1,0,0,0,0,252,252,0.101976527,0.101976527,0,1430,188.16,402.0126117,161614.14,0,0,0,1,0,0,0,0,1,196.0,51.5,340.5,252,0,0,0,0,0,0,12,618,12,4086,8192,351,11,20,170676.5,108844.2397,247641,93712,58600000.0,113641.9592,58700000,58500000,BENIGN
192.168.10.5-104.19.196.102-54863-443-6,192.168.10.5,54863,104.19.196.102,443,6,7/7/2017 3:30,5625627,5,2,135,52,46,6,27.0,20.1246118,46,6,26.0,28.28427125,33.24073921,1.244305746,937604.5,2122343.641,5267732,48,5625627,1406406.75,2575770.258,5267732,48,5440387,5440387.0,0.0,5440387,5440387,1,0,0,0,100,40,0.888789818,0.355515927,6,46,29.125,19.80935926,392.4107143,0,1,0,0,1,0,0,0,0,33.28571429,27.0,26.0,100,0,0,0,0,0,0,5,135,2,52,254,32,4,20,142390.0,0.0,142390,142390,5267732.0,0.0,5267732,5267732,BENIGN
172.16.0.1-192.168.10.50-51696-80-6,172.16.0.1,51696,192.168.10.50,80,6,7/7/2017 3:56,77095962,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,151.2789995,0.155650175,7008723.818,21300000.0,71100000,8,76200000,10900000.0,26600000.0,71100000,52,885102,295034.0,510341.1181,884325,8,0,0,0,0,172,92,0.103766784,0.051883392,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,915.0,0.0,915,915,38100000.0,46700000.0,71100000,5064686,DDoS
172.16.0.1-192.168.10.50-50118-80-6,172.16.0.1,50118,192.168.10.50,80,6,7/7/2017 3:56,401972,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,28939.82665,19.90188371,57424.57143,151488.0386,400967,7,699,349.5,187.383297,482,217,401927,100481.75,200323.7504,400967,7,0,0,0,0,72,112,7.463206392,12.43867732,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-15138-80-6,172.16.0.1,15138,192.168.10.50,80,6,7/7/2017 3:57,6845851,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.382216323,0.730369387,1711462.75,3420924.931,6842850,1,6845851,1711462.75,3420924.931,6842850,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.730369387,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3001.0,0.0,3001,3001,6842850.0,0.0,6842850,6842850,DDoS
192.168.10.1-192.168.10.3-53-60848-17,192.168.10.3,60848,192.168.10.1,53,17,7/7/2017 3:30,59986,1,1,52,80,52,52,52.0,0.0,80,80,80.0,0.0,2200.513453,33.34111293,59986.0,0.0,59986,59986,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.67055646,16.67055646,52,80,61.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,92.0,52.0,80.0,32,0,0,0,0,0,0,1,52,1,80,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-14521-80-6,172.16.0.1,14521,192.168.10.50,80,6,7/7/2017 3:57,3277906,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.321747481,1.220291247,1092635.333,1891646.074,3276920,4,3277906,1092635.333,1891646.074,3276920,4,0,0.0,0.0,0,0,0,0,0,0,80,0,1.220291247,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49596-80-6,172.16.0.1,49596,192.168.10.50,80,6,7/7/2017 3:56,9613,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,1210132.113,936.2321856,1201.625,2939.405282,8443,3,1016,508.0,650.5382387,968,48,9494,1898.8,3682.11036,8443,3,0,0,0,0,72,132,312.0773952,624.1547904,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-15120-80-6,172.16.0.1,15120,192.168.10.50,80,6,7/7/2017 3:57,1758393,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,6615.699676,4.549608648,251199.0,664187.6759,1757435,5,733,366.5,379.7163415,635,98,1758347,439586.75,878565.5512,1757435,5,0,0,0,0,72,112,1.706103243,2.843505405,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-15116-80-6,172.16.0.1,15116,192.168.10.50,80,6,7/7/2017 3:57,1757200,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2188.714486,6620.191213,5.121784657,219650.0,620897.1463,1756292,2,711,355.5,201.5254326,498,213,1757136,351427.2,785343.3628,1756292,2,0,0,0,0,72,132,1.707261552,3.414523105,0,4380,1163.3,1911.191138,3652651.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.16-199.244.48.55-42330-443-6,192.168.10.16,42330,199.244.48.55,443,6,7/7/2017 3:30,187656,48,57,1337,105841,570,0,27.85416667,109.1083766,4344,0,1856.859649,972.7966209,571140.8108,559.5344673,1804.384615,6668.193415,44544,2,187656,3992.680851,9613.449083,44673,48,164460,2936.785714,8481.953606,44544,2,0,0,0,0,1208,1832,255.7871851,303.7472823,0,4344,1011.113208,1161.912269,1350040.12,0,0,0,1,0,0,0,0,1,1020.742857,27.85416667,1856.859649,1208,0,0,0,0,0,0,48,1337,57,105841,29200,61,32,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
185.86.139.29-192.168.10.5-443-55200-6,192.168.10.5,55200,185.86.139.29,443,6,7/7/2017 3:30,117629689,25,23,4003,2301,1293,0,160.12,392.6960572,939,0,100.0434783,241.5806807,53.5919125,0.408060247,2502759.34,4232263.99,10100000,3,118000000,4901237.042,4953925.887,10200000,3,114000000,5160666.136,5082545.529,10200000,3,0,0,0,0,512,468,0.212531379,0.195528869,0,1293,128.6530612,324.2016831,105106.7313,0,0,0,1,0,0,0,0,0,131.3333333,160.12,100.0434783,512,0,0,0,0,0,0,25,4003,23,2301,8192,8244,24,20,312907.3636,678853.4892,2359727,107836,10000000.0,27781.11975,10100000,9995203,BENIGN
172.16.0.1-192.168.10.50-51986-80-6,172.16.0.1,51986,192.168.10.50,80,6,7/7/2017 3:56,860094,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,13525.26584,8.138645311,143349.0,349342.49,856440,55,2966,1483.0,709.9352083,1985,981,860039,286679.6667,493428.4871,856440,557,0,0,0,0,72,92,3.487990848,4.650654463,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.16-199.244.48.55-42244-443-6,192.168.10.16,42244,199.244.48.55,443,6,7/7/2017 3:30,187835,48,56,1337,105841,570,0,27.85416667,109.1083766,4344,0,1890.017857,1025.776699,570596.5342,553.6774297,1823.640777,6758.33655,45968,0,187835,3996.489362,9715.412867,46158,1,164466,2990.290909,8626.696264,45968,2,0,0,0,0,1208,1800,255.5434291,298.1340006,0,4344,1020.742857,1197.388754,1433739.827,0,0,0,1,0,0,0,0,1,1030.557692,27.85416667,1890.017857,1208,0,0,0,0,0,0,48,1337,56,105841,29200,61,32,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-50123-80-6,172.16.0.1,50123,192.168.10.50,80,6,7/7/2017 3:56,1204435,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2558.396197,9658.470569,7.472383317,150554.375,425351.7099,1203246,2,894,447.0,479.4183976,786,108,1204358,240871.6,537983.7611,1203246,2,0,0,0,0,72,132,2.490794439,4.981588878,0,5840,1163.3,2151.187375,4627607.122,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.1-192.168.10.3-53-60729-17,192.168.10.3,60729,192.168.10.1,53,17,7/7/2017 3:30,23563,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,4668.33595,84.87883546,23563.0,0.0,23563,23563,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.43941773,42.43941773,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,78.5,47.0,63.0,20,0,0,0,0,0,0,1,47,1,63,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-51691-80-6,172.16.0.1,51691,192.168.10.50,80,6,7/7/2017 3:57,3382954,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,8.867989337,1.477998223,845738.5,1688823.374,3378972,1,3382954,845738.5,1688823.374,3378972,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.477998223,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14649-80-6,172.16.0.1,14649,192.168.10.50,80,6,7/7/2017 3:57,50303,3,7,26,11601,20,0,8.666666667,10.26320288,2920,0,1657.285714,1299.172136,231139.2959,198.7953005,5589.222222,12346.99376,36459,17,13312,6656.0,9236.228776,13187,125,50207,8367.833333,14738.03131,36459,17,0,0,0,0,72,152,59.63859014,139.1567103,0,2920,1057.0,1306.290856,1706395.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-15148-80-6,172.16.0.1,15148,192.168.10.50,80,6,7/7/2017 3:57,1824991,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,6370.990323,3.835635354,304165.1667,741543.479,1817825,38,6936,3468.0,4586.294583,6711,225,1824953,608317.6667,1047469.53,1817825,184,0,0,0,0,72,92,1.643843723,2.191791631,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-51813-80-6,172.16.0.1,51813,192.168.10.50,80,6,7/7/2017 3:56,133950,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,86845.838,59.72377753,19135.71429,50292.03077,133187,5,488,244.0,280.0142853,442,46,133868,33467.0,66480.28787,133187,5,0,0,0,0,72,112,22.39641657,37.32736096,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.1-192.168.10.3-53-60492-17,192.168.10.3,60492,192.168.10.1,53,17,7/7/2017 3:30,48175,1,1,82,166,82,82,82.0,0.0,166,166,166.0,0.0,5147.898287,41.51530877,48175.0,0.0,48175,48175,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.75765439,20.75765439,82,166,110.0,48.49742261,2352.0,0,0,0,0,0,0,0,0,1,165.0,82.0,166.0,32,0,0,0,0,0,0,1,82,1,166,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-65319-17,192.168.10.5,65319,192.168.10.3,53,17,7/7/2017 3:30,111152,4,2,148,258,37,37,37.0,0.0,129,129,129.0,0.0,3652.655823,53.98013531,22230.4,34070.07452,77259,1,33888,11296.0,19522.82482,33839,1,5,5.0,0.0,5,5,0,0,0,0,128,40,35.98675687,17.99337844,37,129,63.28571429,44.89140336,2015.238095,0,0,0,0,0,0,0,0,0,73.83333333,37.0,129.0,128,0,0,0,0,0,0,4,148,2,258,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60550-17,192.168.10.3,60550,192.168.10.1,53,17,7/7/2017 3:30,23520,1,1,39,99,39,39,39.0,0.0,99,99,99.0,0.0,5867.346939,85.03401361,23520.0,0.0,23520,23520,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.5170068,42.5170068,39,99,59.0,34.64101615,1200.0,0,0,0,0,0,0,0,0,1,88.5,39.0,99.0,20,0,0,0,0,0,0,1,39,1,99,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-14973-80-6,172.16.0.1,14973,192.168.10.50,80,6,7/7/2017 3:57,57137377,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,0.420040283,0.070006714,19000000.0,33000000.0,57100000,5,57100000,19000000.0,33000000.0,57100000,5,0,0.0,0.0,0,0,0,0,0,0,80,0,0.070006714,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1007.0,0.0,1007,1007,57100000.0,0.0,57100000,57100000,DDoS
172.16.0.1-192.168.10.50-49936-80-6,172.16.0.1,49936,192.168.10.50,80,6,7/7/2017 3:56,3605054,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,6.657320528,1.109553421,1201684.667,2080990.922,3604606,90,3605054,1201684.667,2080990.922,3604606,90,0,0.0,0.0,0,0,0,0,0,0,80,0,1.109553421,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-52086-80-6,172.16.0.1,52086,192.168.10.50,80,6,7/7/2017 3:56,73229448,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,159.266529,0.19117992,5633034.462,17800000.0,64300000,2,72900000,10400000.0,24000000.0,64300000,3,283730,56746.0,126301.569,282680,2,0,0,0,0,172,132,0.109245668,0.081934251,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,494.0,0.0,494,494,36500000.0,39400000.0,64300000,8630321,DDoS
172.16.0.1-192.168.10.50-15204-80-6,172.16.0.1,15204,192.168.10.50,80,6,7/7/2017 3:57,2997931,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,10.00690143,1.667816904,749482.75,1497648.238,2995955,4,2997931,749482.75,1497648.238,2995955,4,0,0.0,0.0,0,0,0,0,0,0,100,0,1.667816904,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-15104-80-6,172.16.0.1,15104,192.168.10.50,80,6,7/7/2017 3:57,7737694,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.877124115,0.646187352,1934423.5,3867830.337,7736169,313,7737694,1934423.5,3867830.337,7736169,313,0,0.0,0.0,0,0,0,0,0,0,100,0,0.646187352,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1525.0,0.0,1525,1525,7736169.0,0.0,7736169,7736169,DDoS
172.16.0.1-192.168.10.50-14575-80-6,172.16.0.1,14575,192.168.10.50,80,6,7/7/2017 3:57,712048,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,16337.38175,9.830797924,118674.6667,290204.1403,711051,0,925,462.5,654.0737726,925,0,711984,237328.0,410256.4108,711051,6,0,0,0,0,72,92,4.21319911,5.617598814,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.16-199.244.48.55-42290-443-6,192.168.10.16,42290,199.244.48.55,443,6,7/7/2017 3:30,216108,48,58,1319,110185,570,0,27.47916667,109.1949242,4344,0,1899.741379,942.9987732,515964.2401,490.495493,2058.171429,8002.078303,64145,0,216108,4598.042553,12697.90822,73694,1,193078,3387.333333,10727.92154,64588,1,0,0,0,0,1244,1864,222.1111666,268.3843264,0,4344,1042.093458,1167.197608,1362350.255,0,0,0,1,0,0,0,0,1,1051.924528,27.47916667,1899.741379,1244,0,0,0,0,0,0,48,1319,58,110185,29200,61,29,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-49815-80-6,172.16.0.1,49815,192.168.10.50,80,6,7/7/2017 3:56,142409,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,81687.25291,56.17622482,20344.14286,52881.9189,140260,5,1919,959.5,1322.996788,1895,24,142321,35580.25,69791.68231,140260,5,0,0,0,0,72,112,21.06608431,35.11014051,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-50047-80-6,172.16.0.1,50047,192.168.10.50,80,6,7/7/2017 3:56,586053,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,19849.74055,13.65064252,83721.85714,220989.7787,584879,4,950,475.0,666.0945879,946,4,586035,146508.75,292247.1393,584879,4,0,0,0,0,72,112,5.118990945,8.531651574,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
